id,prompt,correct_answer_text,domain_name,domain_keywords
1955,Choose the correct answer: Which of the following statements accurately describes the blocking temperature of an antiferromagnetic layer in a spin valve? based on the given context.,The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at or above which the layer ceases to prevent the orientation of an adjacent ferromagnetic layer. The blocking temperature is typically lower than the Néel temperature.,Spintronics,antiferromagnetic layer; spin valve; blocking temperature; Néel temperature; magnetic pinning
1956,Determine the correct option: What is the gravitomagnetic interaction? based on the given context.,"The gravitomagnetic interaction is a new force of nature generated by rotating matter, whose intensity is proportional to the rate of spin, according to the general principle of relativity.",General Relativity,gravitomagnetic interaction; rotating matter; general principle of relativity; gravitational permeability
1957,What are the Navier-Stokes equations?,"The Navier-Stokes equations are partial differential equations that describe the motion of viscous fluid substances, expressing momentum balance and conservation of mass for Newtonian fluids.",Fluid Dynamics,Navier-Stokes equations; partial differential equations; momentum balance; conservation of mass; Newtonian fluids
1958,"What is the meaning of the term ""horror vacui""?",The commonly held view that nature abhorred a vacuum.,Philosophy Of Science,horror vacui; Cartesian metaphysics; spatial-corporeal component; vacuum theory
1959,"Select the most accurate option: Who proposed the concept of ""maximal acceleration""?",Eduardo R. Caianiello,Theoretical Physics,maximal acceleration; quantum gravity; Caianiello's theory; spacetime geometry
1960,Determine the correct option: What is Hesse's principle of transfer in geometry? among the listed options.,"Hesse's principle of transfer is a concept in geometry that states that if the points of the projective line P1 are depicted by a rational normal curve in Pn, then the group of the projective transformations of Pn that preserve the curve is isomorphic to the group of the projective transformations of P1.",Projective Geometry,Hesse's principle of transfer; rational normal curve; projective transformations; isomorphic groups
1961,Determine the correct option: What is the Optical Signal-to-Noise Ratio (OSNR)? from the following choices.,"The Optical Signal-to-Noise Ratio (OSNR) is the ratio between the signal power and the noise power in a given bandwidth, used to describe the signal quality without taking the receiver into account.",Optical Engineering,Optical Signal-to-Noise Ratio; signal power; noise power; dynamic range; bandwidth
1962,What is water hammer?,"Water hammer is a loud banging noise resembling a hammering sound that occurs when moving water is suddenly stopped, causing a rise in pressure and resulting shock wave.",Fluid Dynamics,water hammer; pressure surge; shock wave; hydraulic transients; plumbing systems
1963,Choose the correct answer: What is the main sequence in astronomy? based on the given context.,The main sequence is a continuous and distinctive band of stars that appears on plots of stellar color versus brightness. Stars on this band are known as main-sequence stars or dwarf stars.,Astrophysics,main sequence; stellar evolution; Hertzsprung-Russell diagram; dwarf stars
1964,Pick the best possible answer: What is the Maxwell's Demon thought experiment? based on the given context.,"A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with the same gas at equal temperatures. The demon selectively allows faster-than-average molecules to pass from one side to the other, causing a lower in temperature in one part and an enhance in temperature in the other, contrary to the second law of thermodynamics.",Thermodynamics,Maxwell's Demon; second law of thermodynamics; entropy; statistical mechanics
